,tweet_id,name,score,dog_category,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
63,878776093423087618,Snoopy,1.3,,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True
64,878604707211726852,None,1.3,,,,,,,,,,
65,878281511006478336,Shadow,1.3,,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True
66,878057613040115712,Emmy,1.4,,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True
67,877736472329191424,Aja,1.3,,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
68,877556246731214848,Penny,1.2,,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False
69,877316821321428993,Dante,1.3,,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
70,877201837425926144,Nelly,1.2,,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
71,876838120628539392,Ginger,1.2,pupper,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True
72,876537666061221889,None,1.4,doggo,,,,,,,,,
73,876484053909872640,Benedict,1.3,,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True
74,876120275196170240,Venti,1.3,puppo,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
75,875747767867523072,Goose,1.3,,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
76,875144289856114688,Nugget,1.3,,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False
77,875097192612077568,None,1.3,,,,,,,,,,
78,875021211251597312,None,1.2,,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True
79,874680097055178752,Cash,1.2,,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True
80,874296783580663808,Jed,1.3,pupper,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True
81,874057562936811520,None,1.2,,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True
82,874012996292530176,Sebastian,1.3,puppo,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True
83,873580283840344065,None,1.3,,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True
84,873213775632977920,Sierra,1.2,pupper,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
85,872967104147763200,None,1.2,doggo,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
86,872820683541237760,None,1.3,,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
87,872620804844003328,Monkey,1.3,,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
88,872486979161796608,None,1.2,,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True
89,872122724285648897,Kody,1.2,,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True
90,871879754684805121,Lassie,1.3,puppo,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True
91,871762521631449091,Rover,1.2,pupper,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
92,871515927908634625,Napolean,1.2,doggo,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False
93,871102520638267392,None,1.4,doggo,,,,,,,,,
94,871032628920680449,Boomer,1.3,,kelpie,0.3980530000000001,True,macaque,0.0689549,False,dingo,0.0506018,False
95,870804317367881728,None,1.1,,home_theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False
96,870656317836468226,Cody,1.3,,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True
97,870374049280663552,Zoey,1.3,,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True
98,870308999962521604,Rumble,1.3,,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,EntleBucher,0.148115,True
99,870063196459192321,Clifford,1.4,,comic_book,0.534409,False,envelope,0.280722,False,book_jacket,0.043785500000000005,False
100,869772420881756160,Dewey,1.3,,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True
101,869702957897576449,Stanley,1.3,,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True
102,869596645499047938,Scout,1.2,doggo,Chihuahua,0.955156,True,toy_terrier,0.00805373,True,muzzle,0.00629563,False
103,869227993411051520,Gizmo,1.3,,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
104,868880397819494401,Walter,1.4,,laptop,0.153718,False,French_bulldog,0.0999839,True,printer,0.0771299,False
105,868622495443632128,None,1.3,,Labrador_retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True
106,868552278524837888,Cooper,1.2,,whippet,0.378151,True,Italian_greyhound,0.275935,True,American_Staffordshire_terrier,0.0949906,True
107,867900495410671616,None,1.2,,Labrador_retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True
108,867774946302451713,Harold,1.3,,Border_collie,0.661953,True,Cardigan,0.175718,True,collie,0.0871424,True
109,867421006826221569,Shikha,1.2,puppo,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,malamute,0.00167022,True
110,867051520902168576,None,1.3,,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
111,866720684873056260,None,1.3,,,,,,,,,,
112,866686824827068416,Lili,1.2,puppo,flat-coated_retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated_retriever,0.0613141,True
113,866450705531457537,Jamesy,1.3,pupper,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,pug,0.00177092,True
114,866334964761202691,Coco,1.2,,Samoyed,0.984086,True,Pomeranian,0.00791928,True,keeshond,0.00332813,True
115,865718153858494464,Boomer,1.3,,golden_retriever,0.673664,True,kuvasz,0.157523,True,Labrador_retriever,0.126073,True
116,865359393868664832,Sammy,1.3,,Chesapeake_Bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True
117,865006731092295680,Nelly,1.3,,Pembroke,0.989882,True,Cardigan,0.00990646,True,basenji,0.000134952,True
118,864873206498414592,None,1.4,,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False
119,864279568663928832,Meatball,1.2,,bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True
120,864197398364647424,Paisley,1.3,,golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True
121,863907417377173506,Albus,1.3,,marmot,0.35882800000000004,False,meerkat,0.174703,False,weasel,0.123485,False
122,863553081350529029,Neptune,1.3,,Eskimo_dog,0.41333,True,malamute,0.347646,True,Siberian_husky,0.149536,True
123,863432100342583297,Belle,1.2,,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,beagle,0.07948939999999999,True
124,863062471531167744,Quinn,1.3,,French_bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True
125,862831371563274240,Zooey,1.3,,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True
126,862722525377298433,Dave,1.1,,basset,0.39333,True,beagle,0.24203400000000005,True,boxer,0.0776925,True
127,862457590147678208,Jersey,1.3,,home_theater,0.496348,False,studio_couch,0.167256,False,barber_chair,0.052625,False
128,862096992088072192,None,1.3,,chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True
129,861383897657036800,Hobbes,1.3,,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True
130,861288531465048066,None,1.3,,syringe,0.14471199999999998,False,oxygen_mask,0.106684,False,Bouvier_des_Flandres,0.0826102,True
131,861005113778896900,Burt,1.2,,German_shepherd,0.507951,True,Pembroke,0.136113,True,muzzle,0.07576419999999999,False
132,860563773140209665,Lorenzo,1.3,,Cardigan,0.583936,True,Pembroke,0.0559794,True,beagle,0.0458957,True
133,860524505164394496,Carl,1.3,,Bedlington_terrier,0.286558,True,toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True
134,860276583193509888,Jordy,1.2,,lakeside,0.312299,False,dock,0.159842,False,canoe,0.07079450000000001,False
135,860184849394610176,None,1.4,,chimpanzee,0.267612,False,gorilla,0.104293,False,orangutan,0.0599075,False
136,859924526012018688,Milky,1.2,,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,hog,0.10027,False
137,859851578198683649,Trooper,1.3,,Labrador_retriever,0.899086,True,golden_retriever,0.0470908,True,kuvasz,0.0232063,True
138,859607811541651456,None,1.3,puppo,golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True
139,859196978902773760,quite,1.2,,Angora,0.224218,False,malamute,0.216163,True,Persian_cat,0.128383,False
140,859074603037188101,None,1.3,,revolver,0.190292,False,projectile,0.149064,False,fountain,0.0660466,False
141,858843525470990336,None,1.3,doggo,golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,bloodhound,0.0269173,True
142,858471635011153920,Sophie,1.3,,Pembroke,0.987407,True,Cardigan,0.00872303,True,basenji,0.00342373,True
143,858107933456039936,Wyatt,1.2,,golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,doormat,0.0106153,False
144,857989990357356544,Rosie,1.2,,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True
145,857746408056729600,Thor,1.3,,Labrador_retriever,0.919832,True,beagle,0.043513,True,golden_retriever,0.0233588,True
146,857393404942143489,None,1.3,,malamute,0.8415969999999999,True,Siberian_husky,0.0736435,True,Eskimo_dog,0.0721286,True
147,857263160327368704,Oscar,1.3,,Samoyed,0.998021,True,Pomeranian,0.000921636,True,keeshond,0.000311261,True
148,857029823797047296,Zeke,1.2,,golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True
149,856543823941562368,Callie,1.2,,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True
150,856282028240666624,Cermet,1.4,,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True
151,855857698524602368,None,1.3,,,,,,,,,,
152,855851453814013952,None,1.3,doggo,flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,groenendael,0.0960997,True
153,855818117272018944,None,1.3,,,,,,,,,,
154,855459453768019968,quite,1.2,,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True
155,854732716440526848,Marlee,1.2,,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,chow,0.0284106,True
156,854482394044301312,Arya,1.3,,Chihuahua,0.26024200000000003,True,toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True
157,854365224396361728,Einstein,1.3,,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True
158,854120357044912130,None,1.4,pupper,black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,bluetick,0.0217617,True
159,854010172552949760,None,1.1,doggo,English_springer,0.354733,True,collie,0.177538,True,Border_collie,0.131706,True
160,853760880890318849,Alice,1.2,,miniature_pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True
161,853639147608842240,None,1.3,,German_shepherd,0.509879,True,malinois,0.237311,True,kelpie,0.0469162,True
162,853299958564483072,Rumpole,1.3,,grille,0.65228,False,beach_wagon,0.112846,False,convertible,0.0862523,False
163,852912242202992640,Benny,1.2,,Great_Dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True
164,852672615818899456,Aspen,1.2,,golden_retriever,0.7112350000000001,True,otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True
165,852553447878664193,Jarod,1.3,,bloodhound,0.186498,True,Brabancon_griffon,0.13902799999999998,True,Rottweiler,0.12594,True
166,852311364735569921,Wiggles,1.3,,barbell,0.971581,False,dumbbell,0.028417900000000006,False,go-kart,5.59504e-07,False
167,852226086759018497,General,1.4,,prison,0.352793,False,dishwasher,0.110723,False,file,0.094112,False
168,852189679701164033,Sailor,1.2,,barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,EntleBucher,0.0673454,True
169,851591660324737024,None,1.1,,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True
170,851464819735769094,Iggy,1.4,,web_site,0.919649,False,menu,0.0263061,False,crossword_puzzle,0.00348151,False
171,851224888060895234,Snoop,1.3,,car_mirror,0.971512,False,seat_belt,0.00706346,False,standard_poodle,0.00568265,True
172,850753642995093505,Kyle,1.1,,pug,0.996952,True,bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True
173,850380195714523136,Leo,1.3,,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-Tzu,0.142254,True
174,850145622816686080,Riley,1.1,,tennis_ball,0.7147979999999999,False,kelpie,0.10539,True,malinois,0.058552699999999985,True
175,850019790995546112,Boomer,1.2,pupper,Shetland_sheepdog,0.759907,True,collie,0.107405,True,Pembroke,0.052335300000000015,True
176,849776966551130114,None,1.2,,Chihuahua,0.292092,True,toy_terrier,0.136852,True,bonnet,0.103111,False
177,849412302885593088,Noosh,1.2,,schipperke,0.907559,True,crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True
178,849336543269576704,None,1.1,,patio,0.521788,False,prison,0.149544,False,restaurant,0.0271526,False
179,849051919805034497,Kevin,1.3,,fountain,0.997509,False,American_black_bear,0.00141312,False,sundial,0.000681115,False
180,848690551926992896,None,1.2,,flat-coated_retriever,0.8236479999999999,True,Newfoundland,0.100571,True,groenendael,0.0383097,True
181,848324959059550208,Odin,1.2,,malamute,0.5445760000000001,True,Siberian_husky,0.290268,True,Eskimo_dog,0.154421,True
182,848212111729840128,Jerry,0.6,,Bedlington_terrier,0.333486,True,Ibizan_hound,0.245797,True,wallaby,0.131647,False
183,847962785489326080,Georgie,1.0,,sea_lion,0.882654,False,mink,0.0668802,False,otter,0.0256787,False
184,847842811428974592,Rontu,1.2,,Bernese_mountain_dog,0.951337,True,Greater_Swiss_Mountain_dog,0.0168491,True,Appenzeller,0.0108492,True
185,847606175596138505,Cannon,1.2,,Cardigan,0.413688,True,Boston_bull,0.381836,True,doormat,0.0658678,False
186,847251039262605312,Furzey,1.2,,Airedale,0.49538,True,Irish_terrier,0.316456,True,Lakeland_terrier,0.15853299999999998,True
187,847157206088847362,Daisy,1.1,,Staffordshire_bullterrier,0.21960900000000005,True,American_Staffordshire_terrier,0.178671,True,pug,0.123271,True
188,847116187444137987,None,1.1,,white_wolf,0.128935,False,American_Staffordshire_terrier,0.113434,True,dingo,0.0812314,False
189,846874817362120707,Tuck,1.3,,Shetland_sheepdog,0.450539,True,papillon,0.187928,True,collie,0.140068,True
190,846514051647705089,Barney,1.3,doggo,golden_retriever,0.650003,True,Leonberg,0.0651992,True,Norfolk_terrier,0.0529553,True
191,846505985330044928,None,1.1,,,,,,,,,,
192,846153765933735936,Vixen,1.3,,giant_schnauzer,0.346468,True,flat-coated_retriever,0.21845100000000006,True,Labrador_retriever,0.10802,True
193,846139713627017216,None,1.3,,,,,,,,,,
194,846042936437604353,Jarvis,1.2,,golden_retriever,0.96111,True,Labrador_retriever,0.0166952,True,Tibetan_mastiff,0.00908153,True
195,845812042753855489,None,1.3,,Samoyed,0.979803,True,chow,0.0159226,True,white_wolf,0.00130279,False
196,845677943972139009,None,1.2,,chow,0.8086810000000001,True,groenendael,0.123141,True,Newfoundland,0.0221432,True
197,845397057150107648,Mimosa,1.3,doggo,Dandie_Dinmont,0.394404,True,Maltese_dog,0.186537,True,West_Highland_white_terrier,0.181985,True
198,845306882940190720,Pickles,1.2,pupper,Irish_water_spaniel,0.567475,True,Labrador_retriever,0.169496,True,curly-coated_retriever,0.101518,True
199,844973813909606400,Brady,1.2,,Labrador_retriever,0.742421,True,golden_retriever,0.195218,True,Chihuahua,0.017320099999999998,True
200,844580511645339650,Charlie,1.1,,washer,0.903064,False,dishwasher,0.032489,False,printer,0.0164562,False
201,844223788422217728,Margo,1.2,,Labrador_retriever,0.71951,True,Chesapeake_Bay_retriever,0.122019,True,Newfoundland,0.0388276,True
202,843981021012017153,None,1.3,,,,,,,,,,
203,843856843873095681,Sadie,1.2,,Labrador_retriever,0.92254,True,golden_retriever,0.0743578,True,Great_Pyrenees,0.00232495,True
204,843604394117681152,Hank,1.1,,Labrador_retriever,0.430583,True,golden_retriever,0.263581,True,Great_Pyrenees,0.179385,True
205,843235543001513987,Tycho,1.3,,Pembroke,0.958452,True,Cardigan,0.0237699,True,Chihuahua,0.00526936,True
206,842846295480000512,Charlie,1.3,,Labrador_retriever,0.461076,True,golden_retriever,0.154946,True,Chihuahua,0.110249,True
207,842765311967449089,Indie,1.2,,tub,0.665238,False,bucket,0.105166,False,Labrador_retriever,0.0293399,True
208,842535590457499648,Winnie,1.3,,Pembroke,0.685084,True,Cardigan,0.314608,True,basenji,0.000159824,True
209,842163532590374912,George,1.2,,French_bulldog,0.891227,True,soccer_ball,0.022811,False,bull_mastiff,0.012852,True
210,842115215311396866,Bentley,1.2,,chow,0.293493,True,Newfoundland,0.181336,True,schipperke,0.125152,True
211,841680585030541313,Penny,1.2,,Chihuahua,0.547401,True,bow_tie,0.198361,False,Pembroke,0.0584925,True
212,841439858740625411,None,1.4,doggo,military_uniform,0.853684,False,Labrador_retriever,0.0481999,True,groenendael,0.0153944,True
213,841320156043304961,None,1.2,,,,,,,,,,
214,841314665196081154,Max,1.3,,Afghan_hound,0.903712,True,Saluki,0.035215,True,bloodhound,0.0265655,True
215,841077006473256960,Dawn,1.2,,Brittany_spaniel,0.962985,True,Blenheim_spaniel,0.014819999999999996,True,clumber,0.00955711,True
216,840696689258311684,None,1.0,,web_site,0.8417680000000001,False,rule,0.00708731,False,envelope,0.0068203000000000005,False
217,840632337062862849,Maddie,1.2,,golden_retriever,0.711148,True,cocker_spaniel,0.157929,True,Labrador_retriever,0.059581899999999986,True
218,840370681858686976,None,1.3,,teapot,0.981819,False,cup,0.014025799999999998,False,coffeepot,0.00242054,False
219,840268004936019968,Monty,1.2,,Chesapeake_Bay_retriever,0.8639870000000001,True,Labrador_retriever,0.0526323,True,kelpie,0.0325736,True
220,839990271299457024,Sojourner,1.3,,Staffordshire_bullterrier,0.604938,True,American_Staffordshire_terrier,0.31154,True,Boston_bull,0.0371591,True
221,839549326359670784,Winston,1.2,,swing,0.393527,False,Norwich_terrier,0.05248,True,Pembroke,0.0499006,True
222,839239871831150596,Odie,1.3,,Leonberg,0.927021,True,Newfoundland,0.0500091,True,Saint_Bernard,0.0107278,True
223,838952994649550848,None,1.3,,,,,,,,,,
224,838921590096166913,Arlo,1.3,,Border_terrier,0.664538,True,Brabancon_griffon,0.170451,True,Yorkshire_terrier,0.08782360000000003,True
225,838561493054533637,Walter,1.3,,kelpie,0.216562,True,doormat,0.139994,False,dalmatian,0.13282,True
226,838476387338051585,Stanley,1.3,,Great_Pyrenees,0.997692,True,kuvasz,0.00100064,True,Newfoundland,0.000404556,True
227,838083903487373313,Daisy,1.3,,chow,0.800975,True,seat_belt,0.164133,False,Pomeranian,0.017981,True
228,837820167694528512,None,1.2,pupper,golden_retriever,0.887625,True,Labrador_retriever,0.0687175,True,kuvasz,0.0303868,True
